[0] Time Stamp,PublisherId,TimeCreated,PublisherName,Channel,LoggingComputer,EventNumber,EventCategory,EventLevel,UserName,RawXml,EventDescription,RenderingInfo,EventRecordId,Keywords,SchemaID
2026-03-26T12:55:40.2317579Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.231757900Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.231757900Z'/><EventRecordID>96330</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>PlayTo-In-RTSP-PlayToScope</Data><Data Name='RuleName'>Cast to Device streaming server (RTSP-Streaming-In)</Data><Data Name='RuleAttr'>Remote Addresses</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	PlayTo-In-RTSP-PlayToScope
	Name:	Cast to Device streaming server (RTSP-Streaming-In)

Error Information:
	Reason:	Remote Addresses resolved to an empty set.",,"96330","0x8010000000000000", [0]
2026-03-26T12:55:40.2317895Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.231789500Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.231789500Z'/><EventRecordID>96331</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>PlayTo-UPnP-Events-PlayToScope</Data><Data Name='RuleName'>Cast to Device UPnP Events (TCP-In)</Data><Data Name='RuleAttr'>Remote Addresses</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	PlayTo-UPnP-Events-PlayToScope
	Name:	Cast to Device UPnP Events (TCP-In)

Error Information:
	Reason:	Remote Addresses resolved to an empty set.",,"96331","0x8010000000000000", [0]
2026-03-26T12:55:40.2318188Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.231818800Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.231818800Z'/><EventRecordID>96332</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>PlayTo-QWave-In-UDP-PlayToScope</Data><Data Name='RuleName'>Cast to Device functionality (qWave-UDP-In)</Data><Data Name='RuleAttr'>Remote Addresses</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	PlayTo-QWave-In-UDP-PlayToScope
	Name:	Cast to Device functionality (qWave-UDP-In)

Error Information:
	Reason:	Remote Addresses resolved to an empty set.",,"96332","0x8010000000000000", [0]
2026-03-26T12:55:40.2318481Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.231848100Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.231848100Z'/><EventRecordID>96333</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>PlayTo-QWave-In-TCP-PlayToScope</Data><Data Name='RuleName'>Cast to Device functionality (qWave-TCP-In)</Data><Data Name='RuleAttr'>Remote Addresses</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	PlayTo-QWave-In-TCP-PlayToScope
	Name:	Cast to Device functionality (qWave-TCP-In)

Error Information:
	Reason:	Remote Addresses resolved to an empty set.",,"96333","0x8010000000000000", [0]
2026-03-26T12:55:40.2327233Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232723300Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232723300Z'/><EventRecordID>96334</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular
	Name:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96334","0x8010000000000000", [0]
2026-03-26T12:55:40.2327611Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232761100Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232761100Z'/><EventRecordID>96335</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular
	Name:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96335","0x8010000000000000", [0]
2026-03-26T12:55:40.2327959Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232795900Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232795900Z'/><EventRecordID>96336</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular
	Name:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96336","0x8010000000000000", [0]
2026-03-26T12:55:40.2328413Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232841300Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232841300Z'/><EventRecordID>96337</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular
	Name:	Microsoft.Win32WebViewHost_cw5n1h2txyewy_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96337","0x8010000000000000", [0]
2026-03-26T12:55:40.2328705Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232870500Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232870500Z'/><EventRecordID>96338</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular
	Name:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_notRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96338","0x8010000000000000", [0]
2026-03-26T12:55:40.2328981Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232898100Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232898100Z'/><EventRecordID>96339</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular
	Name:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_Out_emptyRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96339","0x8010000000000000", [0]
2026-03-26T12:55:40.2329256Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232925600Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232925600Z'/><EventRecordID>96340</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular
	Name:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_notRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96340","0x8010000000000000", [0]
2026-03-26T12:55:40.2329523Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:55:40.232952300Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:55:40.232952300Z'/><EventRecordID>96341</EventRecordID><Correlation ActivityID='{22afd636-aec1-0001-6299-2dc41fbddc01}'/><Execution ProcessID='860' ThreadID='904'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular</Data><Data Name='RuleName'>Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular</Data><Data Name='RuleAttr'>Interfaces</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular
	Name:	Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe_S-1-5-21-3127904705-1904756042-1684774287-500_In_emptyRemoteName_Cellular

Error Information:
	Reason:	Interfaces resolved to an empty set.",,"96341","0x8010000000000000", [0]
2026-03-26T12:56:07.9648302Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:56:07.964830200Z","Microsoft-Windows-Security-Auditing","Security","amawin","5061","12290","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>5061</EventID><Version>0</Version><Level>0</Level><Task>12290</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:56:07.964830200Z'/><EventRecordID>96438</EventRecordID><Correlation ActivityID='{ed7a7547-7b03-4956-a0d4-ea66b5d74dd1}'/><Execution ProcessID='860' ThreadID='968'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='SubjectUserSid'>S-1-5-18</Data><Data Name='SubjectUserName'>amawin$</Data><Data Name='SubjectDomainName'>WORKGROUP</Data><Data Name='SubjectLogonId'>0x3e7</Data><Data Name='ProviderName'>Microsoft Software Key Storage Provider</Data><Data Name='AlgorithmName'>UNKNOWN</Data><Data Name='KeyName'>RdCertificateFactory-Key59015cee-f659-4fa6-95d0-53b36a647b0a</Data><Data Name='KeyType'>%%2499</Data><Data Name='Operation'>%%2480</Data><Data Name='ReturnCode'>0x80090016</Data></EventData></Event>","Cryptographic operation.

Subject:
	Security ID:		S-1-5-18
	Account Name:		amawin$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Cryptographic Parameters:
	Provider Name:	Microsoft Software Key Storage Provider
	Algorithm Name:	UNKNOWN
	Key Name:	RdCertificateFactory-Key59015cee-f659-4fa6-95d0-53b36a647b0a
	Key Type:	Machine key.

Cryptographic Operation:
	Operation:	Open Key.
	Return Code:	0x80090016",,"96438","0x8010000000000000", [0]
2026-03-26T12:57:43.0297246Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:57:43.029724600Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:57:43.029724600Z'/><EventRecordID>96586</EventRecordID><Correlation ActivityID='{bfcd75b5-5606-471e-9a6e-b25758359c55}'/><Execution ProcessID='860' ThreadID='972'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>PlayTo-SSDP-Discovery-PlayToScope</Data><Data Name='RuleName'>Cast to Device SSDP Discovery (UDP-In)</Data><Data Name='RuleAttr'>Local Port</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	PlayTo-SSDP-Discovery-PlayToScope
	Name:	Cast to Device SSDP Discovery (UDP-In)

Error Information:
	Reason:	Local Port resolved to an empty set.",,"96586","0x8010000000000000", [0]
2026-03-26T12:57:43.0298098Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:57:43.029809800Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:57:43.029809800Z'/><EventRecordID>96587</EventRecordID><Correlation ActivityID='{8bc7e380-7395-465f-9caa-8265c62ded11}'/><Execution ProcessID='860' ThreadID='972'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>CoreNet-Teredo-In</Data><Data Name='RuleName'>Core Networking - Teredo (UDP-In)</Data><Data Name='RuleAttr'>Local Port</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	CoreNet-Teredo-In
	Name:	Core Networking - Teredo (UDP-In)

Error Information:
	Reason:	Local Port resolved to an empty set.",,"96587","0x8010000000000000", [0]
2026-03-26T12:57:43.0298814Z,"{54849625-5478-4994-a5ba-3e3b0328c30d}","2026-03-26T12:57:43.029881400Z","Microsoft-Windows-Security-Auditing","Security","amawin","4957","13571","0","N/A","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Security-Auditing' Guid='{54849625-5478-4994-a5ba-3e3b0328c30d}'/><EventID>4957</EventID><Version>0</Version><Level>0</Level><Task>13571</Task><Opcode>0</Opcode><Keywords>0x8010000000000000</Keywords><TimeCreated SystemTime='2026-03-26T12:57:43.029881400Z'/><EventRecordID>96588</EventRecordID><Correlation ActivityID='{3dd3a6ab-d192-4097-90d5-f4da3abca610}'/><Execution ProcessID='860' ThreadID='972'/><Channel>Security</Channel><Computer>amawin</Computer><Security/></System><EventData><Data Name='RuleId'>CoreNet-IPHTTPS-In</Data><Data Name='RuleName'>Core Networking - IPHTTPS (TCP-In)</Data><Data Name='RuleAttr'>Local Port</Data></EventData></Event>","Windows Firewall did not apply the following rule:

Rule Information:
	ID:	CoreNet-IPHTTPS-In
	Name:	Core Networking - IPHTTPS (TCP-In)

Error Information:
	Reason:	Local Port resolved to an empty set.",,"96588","0x8010000000000000", [0]
2026-03-26T13:00:39.5819430Z,"{7d5387b0-cbe0-11da-a94d-0800200c9a66}","2026-03-26T13:00:39.581943000Z","Microsoft-Windows-TPM-WMI","System","amawin","1801","0","2","NT AUTHORITY/SYSTEM","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-TPM-WMI' Guid='{7d5387b0-cbe0-11da-a94d-0800200c9a66}'/><EventID>1801</EventID><Version>2</Version><Level>2</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2026-03-26T13:00:39.581943000Z'/><EventRecordID>11942</EventRecordID><Correlation/><Execution ProcessID='4748' ThreadID='4032'/><Channel>System</Channel><Computer>amawin</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='DeviceAttributes'>FirmwareManufacturer:Microsoft Corporation;FirmwareVersion:Hyper-V UEFI Release v4.1;OEMModelNumber:Virtual Machine;OEMManufacturerName:Microsoft Corporation;OSArchitecture:amd64;</Data><Data Name='BucketId'>4e22d051e8c143d2875b9d16ef2241c7ec548985a21e5073126d3c1f9bf53bb2</Data><Data Name='BucketConfidenceLevel'></Data><Data Name='UpdateType'></Data></EventData></Event>","Updated Secure Boot certificates are available on this device but have not yet been applied to the firmware. Review the published guidance to complete the update and maintain full protection. This device signature information is included here.
DeviceAttributes: FirmwareManufacturer:Microsoft Corporation;FirmwareVersion:Hyper-V UEFI Release v4.1;OEMModelNumber:Virtual Machine;OEMManufacturerName:Microsoft Corporation;OSArchitecture:amd64;
BucketId: 4e22d051e8c143d2875b9d16ef2241c7ec548985a21e5073126d3c1f9bf53bb2
BucketConfidenceLevel: 
UpdateType: 
For more information, please see https://go.microsoft.com/fwlink/?linkid=2301018.",,"11942","0x8000000000000000", [0]
